#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4A000C26  31   3   u    0       0          2              7      HT   -24    38      0
 4A000CA3  31   3   u    0       0          3              0      HT   -25    35      0
 4A000CA4  31   3   u    0       0          3              1      HT   -25    36      0
 4A000CA5  31   3   u    0       0          3              2      HT   -25    37      0
 4A000CA6  31   3   u    0       0          3              3      HT   -25    38      0
 4A000D23  31   3   u    0       0          3              4      HT   -26    35      0
 4A000D24  31   3   u    0       0          3              5      HT   -26    36      0
 4A000D25  31   3   u    0       0          3              6      HT   -26    37      0
 4A000D26  31   3   u    0       0          3              7      HT   -26    38      0
 4A0000A7  31   4   u    0       0          0              0      HT    -1    39      0
 4A0000A8  31   4   u    0       0          0              1      HT    -1    40      0
 4A0000A9  31   4   u    0       0          0              2      HT    -1    41      0
 4A0000AA  31   4   u    0       0          0              3      HT    -1    42      0
 4A000127  31   4   u    0       0          0              4      HT    -2    39      0
 4A000128  31   4   u    0       0          0              5      HT    -2    40      0
 4A000129  31   4   u    0       0          0              6      HT    -2    41      0
 4A00012A  31   4   u    0       0          0              7      HT    -2    42      0
 4A0001A7  31   4   u    0       0          1              0      HT    -3    39      0
 4A0001A8  31   4   u    0       0          1              1      HT    -3    40      0
 4A0001A9  31   4   u    0       0          1              2      HT    -3    41      0
 4A0001AA  31   4   u    0       0          1              3      HT    -3    42      0
 4A000227  31   4   u    0       0          1              4      HT    -4    39      0
 4A000228  31   4   u    0       0          1              5      HT    -4    40      0
 4A000229  31   4   u    0       0          1              6      HT    -4    41      0
 4A00022A  31   4   u    0       0          1              7      HT    -4    42      0
 4A0002A7  31   4   u    0       0          2              0      HT    -5    39      0
 4A0002A8  31   4   u    0       0          2              1      HT    -5    40      0
 4A0002A9  31   4   u    0       0          2              2      HT    -5    41      0
 4A0002AA  31   4   u    0       0          2              3      HT    -5    42      0
 4A000327  31   4   u    0       0          2              4      HT    -6    39      0
 4A000328  31   4   u    0       0          2              5      HT    -6    40      0
 4A000329  31   4   u    0       0          2              6      HT    -6    41      0
 4A00032A  31   4   u    0       0          2              7      HT    -6    42      0
 4A0003A7  31   4   u    0       0          3              0      HT    -7    39      0
 4A0003A8  31   4   u    0       0          3              1      HT    -7    40      0
 4A0003A9  31   4   u    0       0          3              2      HT    -7    41      0
 4A0003AA  31   4   u    0       0          3              3      HT    -7    42      0
 4A000427  31   4   u    0       0          3              4      HT    -8    39      0
 4A000428  31   4   u    0       0          3              5      HT    -8    40      0
 4A000429  31   4   u    0       0          3              6      HT    -8    41      0
 4A00042A  31   4   u    0       0          3              7      HT    -8    42      0
 4A0004A7  31   4   u    0       0          4              0      HT    -9    39      0
 4A0004A8  31   4   u    0       0          4              1      HT    -9    40      0
 4A0004A9  31   4   u    0       0          4              2      HT    -9    41      0
 4A0004AA  31   4   u    0       0          4              3      HT    -9    42      0
 4A000527  31   4   u    0       0          4              4      HT   -10    39      0
 4A000528  31   4   u    0       0          4              5      HT   -10    40      0
 4A000529  31   4   u    0       0          4              6      HT   -10    41      0
 4A00052A  31   4   u    0       0          4              7      HT   -10    42      0
 4A0005A7  31   4   u    0       0          5              0      HT   -11    39      0
 4A0005A8  31   4   u    0       0          5              1      HT   -11    40      0
 4A0005A9  31   4   u    0       0          5              2      HT   -11    41      0
 4A0005AA  31   4   u    0       0          5              3      HT   -11    42      0
 4A000627  31   4   u    0       0          5              4      HT   -12    39      0
 4A000628  31   4   u    0       0          5              5      HT   -12    40      0
 4A000629  31   4   u    0       0          5              6      HT   -12    41      0
 4A00062A  31   4   u    0       0          5              7      HT   -12    42      0
 4A0006A7  31   5   u    0       0          0              0      HT   -13    39      0
 4A0006A8  31   5   u    0       0          0              1      HT   -13    40      0
 4A0006A9  31   5   u    0       0          0              2      HT   -13    41      0
 4A0006AA  31   5   u    0       0          0              3      HT   -13    42      0
 4A000727  31   5   u    0       0          0              4      HT   -14    39      0
 4A000728  31   5   u    0       0          0              5      HT   -14    40      0
 4A000729  31   5   u    0       0          0              6      HT   -14    41      0
 4A00072A  31   5   u    0       0          0              7      HT   -14    42      0
 4A0007A7  31   5   u    0       0          1              0      HT   -15    39      0
 4A0007A8  31   5   u    0       0          1              1      HT   -15    40      0
 4A0007A9  31   5   u    0       0          1              2      HT   -15    41      0
 4A0007AA  31   5   u    0       0          1              3      HT   -15    42      0
 4A000827  31   5   u    0       0          1              4      HT   -16    39      0
 4A000828  31   5   u    0       0          1              5      HT   -16    40      0
 4A000829  31   5   u    0       0          1              6      HT   -16    41      0
 4A00082A  31   5   u    0       0          1              7      HT   -16    42      0
 4A0008A7  31   5   u    0       0          2              0      HT   -17    39      0
 4A0008A8  31   5   u    0       0          2              1      HT   -17    40      0
 4A0008A9  31   5   u    0       0          2              2      HT   -17    41      0
 4A0008AA  31   5   u    0       0          2              3      HT   -17    42      0
 4A000927  31   5   u    0       0          2              4      HT   -18    39      0
 4A000928  31   5   u    0       0          2              5      HT   -18    40      0
 4A000929  31   5   u    0       0          2              6      HT   -18    41      0
 4A00092A  31   5   u    0       0          2              7      HT   -18    42      0
 4A000DA7  31   5   u    0       0          3              0      HT   -27    39      0
 4A000DA8  31   5   u    0       0          3              1      HT   -27    40      0
 4A000DA9  31   5   u    0       0          3              2      HT   -27    41      0
 4A000DAA  31   5   u    0       0          3              3      HT   -27    42      0
 4A000E27  31   5   u    0       0          3              4      HT   -28    39      0
 4A000E28  31   5   u    0       0          3              5      HT   -28    40      0
 4A000E29  31   5   u    0       0          3              6      HT   -28    41      0
 4A000E2A  31   5   u    0       0          3              7      HT   -28    42      0
 4A0009A7  31   6   u    0       0          0              0      HT   -19    39      0
 4A0009A8  31   6   u    0       0          0              1      HT   -19    40      0
 4A0009A9  31   6   u    0       0          0              2      HT   -19    41      0
 4A0009AA  31   6   u    0       0          0              3      HT   -19    42      0
 4A000A27  31   6   u    0       0          0              4      HT   -20    39      0
 4A000A28  31   6   u    0       0          0              5      HT   -20    40      0
 4A000A29  31   6   u    0       0          0              6      HT   -20    41      0
 4A000A2A  31   6   u    0       0          0              7      HT   -20    42      0
 4A000AA7  31   6   u    0       0          1              0      HT   -21    39      0
 4A000AA8  31   6   u    0       0          1              1      HT   -21    40      0
 4A000AA9  31   6   u    0       0          1              2      HT   -21    41      0
 4A000AAA  31   6   u    0       0          1              3      HT   -21    42      0
 4A000B27  31   6   u    0       0          1              4      HT   -22    39      0
 4A000B28  31   6   u    0       0          1              5      HT   -22    40      0
 4A000B29  31   6   u    0       0          1              6      HT   -22    41      0
 4A000B2A  31   6   u    0       0          1              7      HT   -22    42      0
 4A000BA7  31   6   u    0       0          2              0      HT   -23    39      0
 4A000BA8  31   6   u    0       0          2              1      HT   -23    40      0
 4A000BA9  31   6   u    0       0          2              2      HT   -23    41      0
 4A000BAA  31   6   u    0       0          2              3      HT   -23    42      0
 4A000C27  31   6   u    0       0          2              4      HT   -24    39      0
 4A000C28  31   6   u    0       0          2              5      HT   -24    40      0
 4A000C29  31   6   u    0       0          2              6      HT   -24    41      0
 4A000C2A  31   6   u    0       0          2              7      HT   -24    42      0
 4A000CA7  31   6   u    0       0          3              0      HT   -25    39      0
 4A000CA8  31   6   u    0       0          3              1      HT   -25    40      0
 4A000CA9  31   6   u    0       0          3              2      HT   -25    41      0
 4A000CAA  31   6   u    0       0          3              3      HT   -25    42      0
 4A000D27  31   6   u    0       0          3              4      HT   -26    39      0
 4A000D28  31   6   u    0       0          3              5      HT   -26    40      0
 4A000D29  31   6   u    0       0          3              6      HT   -26    41      0
 4A000D2A  31   6   u    0       0          3              7      HT   -26    42      0
 4A0020A3  31   7   u    0       0          0              0      HT     1    35      0
 4A0020A4  31   7   u    0       0          0              1      HT     1    36      0
 4A0020A5  31   7   u    0       0          0              2      HT     1    37      0
 4A0020A6  31   7   u    0       0          0              3      HT     1    38      0
 4A002123  31   7   u    0       0          0              4      HT     2    35      0
 4A002124  31   7   u    0       0          0              5      HT     2    36      0
 4A002125  31   7   u    0       0          0              6      HT     2    37      0
 4A002126  31   7   u    0       0          0              7      HT     2    38      0
 4A0021A3  31   7   u    0       0          1              0      HT     3    35      0
 4A0021A4  31   7   u    0       0          1              1      HT     3    36      0
 4A0021A5  31   7   u    0       0          1              2      HT     3    37      0
 4A0021A6  31   7   u    0       0          1              3      HT     3    38      0
 4A002223  31   7   u    0       0          1              4      HT     4    35      0
 4A002224  31   7   u    0       0          1              5      HT     4    36      0
 4A002225  31   7   u    0       0          1              6      HT     4    37      0
 4A002226  31   7   u    0       0          1              7      HT     4    38      0
 4A0022A3  31   7   u    0       0          2              0      HT     5    35      0
 4A0022A4  31   7   u    0       0          2              1      HT     5    36      0
 4A0022A5  31   7   u    0       0          2              2      HT     5    37      0
 4A0022A6  31   7   u    0       0          2              3      HT     5    38      0
 4A002323  31   7   u    0       0          2              4      HT     6    35      0
 4A002324  31   7   u    0       0          2              5      HT     6    36      0
 4A002325  31   7   u    0       0          2              6      HT     6    37      0
 4A002326  31   7   u    0       0          2              7      HT     6    38      0
 4A0023A3  31   7   u    0       0          3              0      HT     7    35      0
 4A0023A4  31   7   u    0       0          3              1      HT     7    36      0
 4A0023A5  31   7   u    0       0          3              2      HT     7    37      0
 4A0023A6  31   7   u    0       0          3              3      HT     7    38      0
 4A002423  31   7   u    0       0          3              4      HT     8    35      0
 4A002424  31   7   u    0       0          3              5      HT     8    36      0
 4A002425  31   7   u    0       0          3              6      HT     8    37      0
 4A002426  31   7   u    0       0          3              7      HT     8    38      0
 4A0024A3  31   7   u    0       0          4              0      HT     9    35      0
 4A0024A4  31   7   u    0       0          4              1      HT     9    36      0
 4A0024A5  31   7   u    0       0          4              2      HT     9    37      0
 4A0024A6  31   7   u    0       0          4              3      HT     9    38      0
 4A002523  31   7   u    0       0          4              4      HT    10    35      0
 4A002524  31   7   u    0       0          4              5      HT    10    36      0
 4A002525  31   7   u    0       0          4              6      HT    10    37      0
 4A002526  31   7   u    0       0          4              7      HT    10    38      0
 4A0025A3  31   7   u    0       0          5              0      HT    11    35      0
 4A0025A4  31   7   u    0       0          5              1      HT    11    36      0
 4A0025A5  31   7   u    0       0          5              2      HT    11    37      0
 4A0025A6  31   7   u    0       0          5              3      HT    11    38      0
 4A002623  31   7   u    0       0          5              4      HT    12    35      0
 4A002624  31   7   u    0       0          5              5      HT    12    36      0
 4A002625  31   7   u    0       0          5              6      HT    12    37      0
 4A002626  31   7   u    0       0          5              7      HT    12    38      0
 4A0026A3  31   8   u    0       0          0              0      HT    13    35      0
 4A0026A4  31   8   u    0       0          0              1      HT    13    36      0
 4A0026A5  31   8   u    0       0          0              2      HT    13    37      0
 4A0026A6  31   8   u    0       0          0              3      HT    13    38      0
 4A002723  31   8   u    0       0          0              4      HT    14    35      0
 4A002724  31   8   u    0       0          0              5      HT    14    36      0
 4A002725  31   8   u    0       0          0              6      HT    14    37      0
 4A002726  31   8   u    0       0          0              7      HT    14    38      0
 4A0027A3  31   8   u    0       0          1              0      HT    15    35      0
 4A0027A4  31   8   u    0       0          1              1      HT    15    36      0
 4A0027A5  31   8   u    0       0          1              2      HT    15    37      0
 4A0027A6  31   8   u    0       0          1              3      HT    15    38      0
 4A002823  31   8   u    0       0          1              4      HT    16    35      0
 4A002824  31   8   u    0       0          1              5      HT    16    36      0
 4A002825  31   8   u    0       0          1              6      HT    16    37      0
 4A002826  31   8   u    0       0          1              7      HT    16    38      0
 4A0028A3  31   8   u    0       0          2              0      HT    17    35      0
 4A0028A4  31   8   u    0       0          2              1      HT    17    36      0
 4A0028A5  31   8   u    0       0          2              2      HT    17    37      0
 4A0028A6  31   8   u    0       0          2              3      HT    17    38      0
 4A002923  31   8   u    0       0          2              4      HT    18    35      0
 4A002924  31   8   u    0       0          2              5      HT    18    36      0
 4A002925  31   8   u    0       0          2              6      HT    18    37      0
 4A002926  31   8   u    0       0          2              7      HT    18    38      0
 4A002DA3  31   8   u    0       0          3              0      HT    27    35      0
 4A002DA4  31   8   u    0       0          3              1      HT    27    36      0
 4A002DA5  31   8   u    0       0          3              2      HT    27    37      0
 4A002DA6  31   8   u    0       0          3              3      HT    27    38      0
 4A002E23  31   8   u    0       0          3              4      HT    28    35      0
 4A002E24  31   8   u    0       0          3              5      HT    28    36      0
 4A002E25  31   8   u    0       0          3              6      HT    28    37      0
 4A002E26  31   8   u    0       0          3              7      HT    28    38      0
 4A0029A3  31   9   u    0       0          0              0      HT    19    35      0
 4A0029A4  31   9   u    0       0          0              1      HT    19    36      0
 4A0029A5  31   9   u    0       0          0              2      HT    19    37      0
 4A0029A6  31   9   u    0       0          0              3      HT    19    38      0
 4A002A23  31   9   u    0       0          0              4      HT    20    35      0
 4A002A24  31   9   u    0       0          0              5      HT    20    36      0
 4A002A25  31   9   u    0       0          0              6      HT    20    37      0
 4A002A26  31   9   u    0       0          0              7      HT    20    38      0
 4A002AA3  31   9   u    0       0          1              0      HT    21    35      0
 4A002AA4  31   9   u    0       0          1              1      HT    21    36      0
 4A002AA5  31   9   u    0       0          1              2      HT    21    37      0
 4A002AA6  31   9   u    0       0          1              3      HT    21    38      0
 4A002B23  31   9   u    0       0          1              4      HT    22    35      0
 4A002B24  31   9   u    0       0          1              5      HT    22    36      0
 4A002B25  31   9   u    0       0          1              6      HT    22    37      0
 4A002B26  31   9   u    0       0          1              7      HT    22    38      0
 4A002BA3  31   9   u    0       0          2              0      HT    23    35      0
 4A002BA4  31   9   u    0       0          2              1      HT    23    36      0
 4A002BA5  31   9   u    0       0          2              2      HT    23    37      0
 4A002BA6  31   9   u    0       0          2              3      HT    23    38      0
 4A002C23  31   9   u    0       0          2              4      HT    24    35      0
 4A002C24  31   9   u    0       0          2              5      HT    24    36      0
 4A002C25  31   9   u    0       0          2              6      HT    24    37      0
 4A002C26  31   9   u    0       0          2              7      HT    24    38      0
 4A002CA3  31   9   u    0       0          3              0      HT    25    35      0
 4A002CA4  31   9   u    0       0          3              1      HT    25    36      0
 4A002CA5  31   9   u    0       0          3              2      HT    25    37      0
 4A002CA6  31   9   u    0       0          3              3      HT    25    38      0
 4A002D23  31   9   u    0       0          3              4      HT    26    35      0
 4A002D24  31   9   u    0       0          3              5      HT    26    36      0
 4A002D25  31   9   u    0       0          3              6      HT    26    37      0
 4A002D26  31   9   u    0       0          3              7      HT    26    38      0
 4A0020A7  31  10   u    0       0          0              0      HT     1    39      0
 4A0020A8  31  10   u    0       0          0              1      HT     1    40      0
 4A0020A9  31  10   u    0       0          0              2      HT     1    41      0
 4A0020AA  31  10   u    0       0          0              3      HT     1    42      0
 4A002127  31  10   u    0       0          0              4      HT     2    39      0
 4A002128  31  10   u    0       0          0              5      HT     2    40      0
 4A002129  31  10   u    0       0          0              6      HT     2    41      0
 4A00212A  31  10   u    0       0          0              7      HT     2    42      0
 4A0021A7  31  10   u    0       0          1              0      HT     3    39      0
 4A0021A8  31  10   u    0       0          1              1      HT     3    40      0
 4A0021A9  31  10   u    0       0          1              2      HT     3    41      0
 4A0021AA  31  10   u    0       0          1              3      HT     3    42      0
 4A002227  31  10   u    0       0          1              4      HT     4    39      0
 4A002228  31  10   u    0       0          1              5      HT     4    40      0
 4A002229  31  10   u    0       0          1              6      HT     4    41      0
 4A00222A  31  10   u    0       0          1              7      HT     4    42      0
 4A0022A7  31  10   u    0       0          2              0      HT     5    39      0
 4A0022A8  31  10   u    0       0          2              1      HT     5    40      0
 4A0022A9  31  10   u    0       0          2              2      HT     5    41      0
 4A0022AA  31  10   u    0       0          2              3      HT     5    42      0
 4A002327  31  10   u    0       0          2              4      HT     6    39      0
 4A002328  31  10   u    0       0          2              5      HT     6    40      0
 4A002329  31  10   u    0       0          2              6      HT     6    41      0
 4A00232A  31  10   u    0       0          2              7      HT     6    42      0
 4A0023A7  31  10   u    0       0          3              0      HT     7    39      0
 4A0023A8  31  10   u    0       0          3              1      HT     7    40      0
 4A0023A9  31  10   u    0       0          3              2      HT     7    41      0
 4A0023AA  31  10   u    0       0          3              3      HT     7    42      0
 4A002427  31  10   u    0       0          3              4      HT     8    39      0
 4A002428  31  10   u    0       0          3              5      HT     8    40      0
 4A002429  31  10   u    0       0          3              6      HT     8    41      0
 4A00242A  31  10   u    0       0          3              7      HT     8    42      0
 4A0024A7  31  10   u    0       0          4              0      HT     9    39      0
 4A0024A8  31  10   u    0       0          4              1      HT     9    40      0
 4A0024A9  31  10   u    0       0          4              2      HT     9    41      0
 4A0024AA  31  10   u    0       0          4              3      HT     9    42      0
 4A002527  31  10   u    0       0          4              4      HT    10    39      0
 4A002528  31  10   u    0       0          4              5      HT    10    40      0
 4A002529  31  10   u    0       0          4              6      HT    10    41      0
 4A00252A  31  10   u    0       0          4              7      HT    10    42      0
 4A0025A7  31  10   u    0       0          5              0      HT    11    39      0
 4A0025A8  31  10   u    0       0          5              1      HT    11    40      0
 4A0025A9  31  10   u    0       0          5              2      HT    11    41      0
 4A0025AA  31  10   u    0       0          5              3      HT    11    42      0
 4A002627  31  10   u    0       0          5              4      HT    12    39      0
 4A002628  31  10   u    0       0          5              5      HT    12    40      0
 4A002629  31  10   u    0       0          5              6      HT    12    41      0
 4A00262A  31  10   u    0       0          5              7      HT    12    42      0
 4A0026A7  31  11   u    0       0          0              0      HT    13    39      0
 4A0026A8  31  11   u    0       0          0              1      HT    13    40      0
 4A0026A9  31  11   u    0       0          0              2      HT    13    41      0
 4A0026AA  31  11   u    0       0          0              3      HT    13    42      0
 4A002727  31  11   u    0       0          0              4      HT    14    39      0
 4A002728  31  11   u    0       0          0              5      HT    14    40      0
 4A002729  31  11   u    0       0          0              6      HT    14    41      0
 4A00272A  31  11   u    0       0          0              7      HT    14    42      0
 4A0027A7  31  11   u    0       0          1              0      HT    15    39      0
 4A0027A8  31  11   u    0       0          1              1      HT    15    40      0
 4A0027A9  31  11   u    0       0          1              2      HT    15    41      0
 4A0027AA  31  11   u    0       0          1              3      HT    15    42      0
 4A002827  31  11   u    0       0          1              4      HT    16    39      0
 4A002828  31  11   u    0       0          1              5      HT    16    40      0
 4A002829  31  11   u    0       0          1              6      HT    16    41      0
 4A00282A  31  11   u    0       0          1              7      HT    16    42      0
 4A0028A7  31  11   u    0       0          2              0      HT    17    39      0
 4A0028A8  31  11   u    0       0          2              1      HT    17    40      0
 4A0028A9  31  11   u    0       0          2              2      HT    17    41      0
 4A0028AA  31  11   u    0       0          2              3      HT    17    42      0
 4A002927  31  11   u    0       0          2              4      HT    18    39      0
 4A002928  31  11   u    0       0          2              5      HT    18    40      0
 4A002929  31  11   u    0       0          2              6      HT    18    41      0
 4A00292A  31  11   u    0       0          2              7      HT    18    42      0
 4A002DA7  31  11   u    0       0          3              0      HT    27    39      0
 4A002DA8  31  11   u    0       0          3              1      HT    27    40      0
 4A002DA9  31  11   u    0       0          3              2      HT    27    41      0
 4A002DAA  31  11   u    0       0          3              3      HT    27    42      0
 4A002E27  31  11   u    0       0          3              4      HT    28    39      0
 4A002E28  31  11   u    0       0          3              5      HT    28    40      0
 4A002E29  31  11   u    0       0          3              6      HT    28    41      0
 4A002E2A  31  11   u    0       0          3              7      HT    28    42      0
 4A0029A7  31  12   u    0       0          0              0      HT    19    39      0
 4A0029A8  31  12   u    0       0          0              1      HT    19    40      0
 4A0029A9  31  12   u    0       0          0              2      HT    19    41      0
 4A0029AA  31  12   u    0       0          0              3      HT    19    42      0
 4A002A27  31  12   u    0       0          0              4      HT    20    39      0
 4A002A28  31  12   u    0       0          0              5      HT    20    40      0
 4A002A29  31  12   u    0       0          0              6      HT    20    41      0
 4A002A2A  31  12   u    0       0          0              7      HT    20    42      0
 4A002AA7  31  12   u    0       0          1              0      HT    21    39      0
 4A002AA8  31  12   u    0       0          1              1      HT    21    40      0
 4A002AA9  31  12   u    0       0          1              2      HT    21    41      0
 4A002AAA  31  12   u    0       0          1              3      HT    21    42      0
 4A002B27  31  12   u    0       0          1              4      HT    22    39      0
 4A002B28  31  12   u    0       0          1              5      HT    22    40      0
 4A002B29  31  12   u    0       0          1              6      HT    22    41      0
 4A002B2A  31  12   u    0       0          1              7      HT    22    42      0
 4A002BA7  31  12   u    0       0          2              0      HT    23    39      0
 4A002BA8  31  12   u    0       0          2              1      HT    23    40      0
 4A002BA9  31  12   u    0       0          2              2      HT    23    41      0
 4A002BAA  31  12   u    0       0          2              3      HT    23    42      0
 4A002C27  31  12   u    0       0          2              4      HT    24    39      0
 4A002C28  31  12   u    0       0          2              5      HT    24    40      0
 4A002C29  31  12   u    0       0          2              6      HT    24    41      0
 4A002C2A  31  12   u    0       0          2              7      HT    24    42      0
 4A002CA7  31  12   u    0       0          3              0      HT    25    39      0
 4A002CA8  31  12   u    0       0          3              1      HT    25    40      0
 4A002CA9  31  12   u    0       0          3              2      HT    25    41      0
 4A002CAA  31  12   u    0       0          3              3      HT    25    42      0
 4A002D27  31  12   u    0       0          3              4      HT    26    39      0
 4A002D28  31  12   u    0       0          3              5      HT    26    40      0
 4A002D29  31  12   u    0       0          3              6      HT    26    41      0
 4A002D2A  31  12   u    0       0          3              7      HT    26    42      0
 4A020F33  32   1   u    0       0          0              0      HT   -30    51     10
 4A020FB3  32   1   u    0       0          0              1      HT   -31    51     10
 4A021033  32   1   u    0       0          0              2      HT   -32    51     10
 4A0210B3  32   1   u    0       0          0              3      HT   -33    51     10
 4A021133  32   1   u    0       0          0              4      HT   -34    51     10
 4A0211B3  32   1   u    0       0          0              5      HT   -35    51     10
 4A021233  32   1   u    0       0          0              6      HT   -36    51     10
 4A0212B3  32   1   u    0       0          0              7      HT   -37    51     10
 4A021333  32   1   u    0       0          0              8      HT   -38    51     10
 4A0213B3  32   1   u    0       0          0              9      HT   -39    51     10
 4A021433  32   1   u    0       0          0             10      HT   -40    51     10
 4A020F35  32   1   u    0       0          1              0      HT   -30    53     10
 4A020FB5  32   1   u    0       0          1              1      HT   -31    53     10
 4A021035  32   1   u    0       0          1              2      HT   -32    53     10
 4A0210B5  32   1   u    0       0          1              3      HT   -33    53     10
 4A021135  32   1   u    0       0          1              4      HT   -34    53     10
 4A0211B5  32   1   u    0       0          1              5      HT   -35    53     10
 4A021235  32   1   u    0       0          1              6      HT   -36    53     10
 4A0212B5  32   1   u    0       0          1              7      HT   -37    53     10
 4A021335  32   1   u    0       0          1              8      HT   -38    53     10
 4A0213B5  32   1   u    0       0          1              9      HT   -39    53     10
 4A0214B3  32   1   u    0       0          1             10      HT   -41    51     10
 4A020F37  32   2   u    0       0          0              0      HT   -30    55     10
 4A020FB7  32   2   u    0       0          0              1      HT   -31    55     10
 4A021037  32   2   u    0       0          0              2      HT   -32    55     10
 4A0210B7  32   2   u    0       0          0              3      HT   -33    55     10
 4A021137  32   2   u    0       0          0              4      HT   -34    55     10
 4A0211B7  32   2   u    0       0          0              5      HT   -35    55     10
 4A021237  32   2   u    0       0          0              6      HT   -36    55     10
 4A0212B7  32   2   u    0       0          0              7      HT   -37    55     10
 4A021337  32   2   u    0       0          0              8      HT   -38    55     10
 4A0213B7  32   2   u    0       0          0              9      HT   -39    55     10
 4A021437  32   2   u    0       0          0             10      HT   -40    55     10
 4A020F39  32   2   u    0       0          1              0      HT   -30    57     10
 4A020FB9  32   2   u    0       0          1              1      HT   -31    57     10
 4A021039  32   2   u    0       0          1              2      HT   -32    57     10
 4A0210B9  32   2   u    0       0          1              3      HT   -33    57     10
 4A021139  32   2   u    0       0          1              4      HT   -34    57     10
 4A0211B9  32   2   u    0       0          1              5      HT   -35    57     10
 4A021239  32   2   u    0       0          1              6      HT   -36    57     10
 4A0212B9  32   2   u    0       0          1              7      HT   -37    57     10
 4A021339  32   2   u    0       0          1              8      HT   -38    57     10
 4A0213B9  32   2   u    0       0          1              9      HT   -39    57     10
 4A0214B7  32   2   u    0       0          1             10      HT   -41    55     10
 4A020F3B  32   3   u    0       0          0              0      HT   -30    59     10
 4A020FBB  32   3   u    0       0          0              1      HT   -31    59     10
 4A02103B  32   3   u    0       0          0              2      HT   -32    59     10
 4A0210BB  32   3   u    0       0          0              3      HT   -33    59     10
 4A02113B  32   3   u    0       0          0              4      HT   -34    59     10
 4A0211BB  32   3   u    0       0          0              5      HT   -35    59     10
 4A02123B  32   3   u    0       0          0              6      HT   -36    59     10
 4A0212BB  32   3   u    0       0          0              7      HT   -37    59     10
 4A02133B  32   3   u    0       0          0              8      HT   -38    59     10
 4A0213BB  32   3   u    0       0          0              9      HT   -39    59     10
 4A02143B  32   3   u    0       0          0             10      HT   -40    59     10
 4A020F3D  32   3   u    0       0          1              0      HT   -30    61     10
 4A020FBD  32   3   u    0       0          1              1      HT   -31    61     10
 4A02103D  32   3   u    0       0          1              2      HT   -32    61     10
 4A0210BD  32   3   u    0       0          1              3      HT   -33    61     10
 4A02113D  32   3   u    0       0          1              4      HT   -34    61     10
 4A0211BD  32   3   u    0       0          1              5      HT   -35    61     10
 4A02123D  32   3   u    0       0          1              6      HT   -36    61     10
 4A0212BD  32   3   u    0       0          1              7      HT   -37    61     10
 4A02133D  32   3   u    0       0          1              8      HT   -38    61     10
 4A0213BD  32   3   u    0       0          1              9      HT   -39    61     10
 4A0214BB  32   3   u    0       0          1             10      HT   -41    59     10
 4A020F3F  32   4   u    0       0          0              0      HT   -30    63     10
 4A020FBF  32   4   u    0       0          0              1      HT   -31    63     10
 4A02103F  32   4   u    0       0          0              2      HT   -32    63     10
 4A0210BF  32   4   u    0       0          0              3      HT   -33    63     10
 4A02113F  32   4   u    0       0          0              4      HT   -34    63     10
 4A0211BF  32   4   u    0       0          0              5      HT   -35    63     10
 4A02123F  32   4   u    0       0          0              6      HT   -36    63     10
 4A0212BF  32   4   u    0       0          0              7      HT   -37    63     10
 4A02133F  32   4   u    0       0          0              8      HT   -38    63     10
 4A0213BF  32   4   u    0       0          0              9      HT   -39    63     10
 4A02143F  32   4   u    0       0          0             10      HT   -40    63     10
 4A020F41  32   4   u    0       0          1              0      HT   -30    65     10
 4A020FC1  32   4   u    0       0          1              1      HT   -31    65     10
 4A021041  32   4   u    0       0          1              2      HT   -32    65     10
 4A0210C1  32   4   u    0       0          1              3      HT   -33    65     10
 4A021141  32   4   u    0       0          1              4      HT   -34    65     10
 4A0211C1  32   4   u    0       0          1              5      HT   -35    65     10
 4A021241  32   4   u    0       0          1              6      HT   -36    65     10
 4A0212C1  32   4   u    0       0          1              7      HT   -37    65     10
 4A021341  32   4   u    0       0          1              8      HT   -38    65     10
 4A0213C1  32   4   u    0       0          1              9      HT   -39    65     10
 4A0214BF  32   4   u    0       0          1             10      HT   -41    63     10
 4A020F43  32   5   u    0       0          0              0      HT   -30    67     10
 4A020FC3  32   5   u    0       0          0              1      HT   -31    67     10
 4A021043  32   5   u    0       0          0              2      HT   -32    67     10
 4A0210C3  32   5   u    0       0          0              3      HT   -33    67     10
 4A021143  32   5   u    0       0          0              4      HT   -34    67     10
 4A0211C3  32   5   u    0       0          0              5      HT   -35    67     10
 4A021243  32   5   u    0       0          0              6      HT   -36    67     10
 4A0212C3  32   5   u    0       0          0              7      HT   -37    67     10
 4A021343  32   5   u    0       0          0              8      HT   -38    67     10
 4A0213C3  32   5   u    0       0          0              9      HT   -39    67     10
 4A021443  32   5   u    0       0          0             10      HT   -40    67     10
 4A020F45  32   5   u    0       0          1              0      HT   -30    69     10
 4A020FC5  32   5   u    0       0          1              1      HT   -31    69     10
 4A021045  32   5   u    0       0          1              2      HT   -32    69     10
 4A0210C5  32   5   u    0       0          1              3      HT   -33    69     10
 4A021145  32   5   u    0       0          1              4      HT   -34    69     10
 4A0211C5  32   5   u    0       0          1              5      HT   -35    69     10
 4A021245  32   5   u    0       0          1              6      HT   -36    69     10
 4A0212C5  32   5   u    0       0          1              7      HT   -37    69     10
 4A021345  32   5   u    0       0          1              8      HT   -38    69     10
